Description...,Accession,Gene_id,BT_1,BT_2,BT_3,BT_4,BT_5,BT_6,BT_7,BT_8,BT_9,BT_10,BT_11,BT_12,BT_13,BT_14,CJK_1,CJK_2,CJK_3,CJK_4,CJK_5,CJK_6,CJK_7,CJK_8,CJK_9,CJK_10,CJK_11,CJK_12,CJK_13,CJK_14,CJK_16,CJK_17,CJK_18,CJK_19,CJK_20
Hsp90 co-chaperone Cdc37 OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1;;,Q16543|CDC37_HUMAN,CDC37,35454000,29909000,73072000,44375000,43830000,45570000,56727000,33638000,47223000,44605000,78760000,26558000,39701000,26766000,29968000,3010000,59443000,9088800,34998000,15644000,77620000,6746300,92301000,57825000,120310000,14732000,53606000,41207000,32175000,33984000,23514000,3993500,20490000
Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1;,P22102|PUR2_HUMAN,GART,20123000,6111700,42724000,13723000,17746000,21071000,33207000,14862000,17439000,13405000,18706000,4254800,7540400,5826500,71465000,7198900,66986000,19258000,39922000,77440000,26735000,1272100,24725000,36594000,31789000,43230000,26950000,42632000,37995000,8739900,35823000,1420200,19823000
Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3;,P30043|BLVRB_HUMAN,BLVRB,13695000,654080,36144000,1461700,21536000,14477000,16789000,1337300,9222100,130270,31491000,2022700,4079800,2145400,21014000,9259300,76761000,30296000,16063000,46823000,21901000,1246400,109330000,48388000,44114000,14749000,23257000,49496000,15788000,23912000,32570000,9191700,5039400
Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5;,P32119|PRDX2_HUMAN,PRDX2,75534000,82692000,127360000,121270000,110520000,120440000,111090000,114410000,87815000,116610000,112320000,78389000,93116000,103230000,134190000,39059000,188920000,73351000,134720000,178380000,206360000,60313000,285970000,277640000,292610000,100750000,179860000,206230000,239350000,129840000,221760000,107930000,153820000
Parkinson disease protein 7 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=2;,Q99497|PARK7_HUMAN,PARK7,376200000,84496000,375880000,157220000,464530000,505390000,214010000,341720000,298470000,338720000,302270000,282820000,113110000,166870000,91249000,25553000,157480000,52952000,130230000,96215000,170990000,67284000,267460000,189200000,283060000,82917000,113450000,173830000,126810000,53485000,130330000,36999000,66312000
Aspartyl/asparaginyl beta-hydroxylase OS=Homo sapiens OX=9606 GN=ASPH PE=1 SV=3;,Q12797|ASPH_HUMAN,ASPH,45186000,18454000,77515000,50530000,38731000,46692000,74276000,42400000,43276000,25355000,38697000,18924000,45687000,29456000,81178000,4578000,189650000,33140000,45250000,131320000,76520000,10252000,248320000,132250000,176840000,36065000,37271000,120680000,59254000,24394000,65663000,11799000,31938000
Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens OX=9606 GN=EIF3C PE=1 SV=1;,Q99613|EIF3C_HUMAN,EIF3C,41534000,11546000,47309000,34007000,38295000,35311000,36881000,32284000,45700000,25136000,57818000,16670000,26559000,20549000,34120000,5887700,73160000,16754000,35083000,30409000,91005000,8299400,59148000,48482000,108800000,18482000,32054000,36980000,42307000,20227000,19177000,8969300,20075000
Methionine--tRNA ligase  cytoplasmic OS=Homo sapiens OX=9606 GN=MARS1 PE=1 SV=2;;,P56192|SYMC_HUMAN,MARS1,23145000,4656900,46492000,29190000,34500000,27677000,31561000,29076000,57926000,24054000,23709000,14624000,23035000,23212000,73537000,10271000,92023000,25823000,74942000,39534000,27229000,8499000,23795000,133840000,42496000,19617000,21751000,78452000,65348000,17937000,45149000,13138000,32188000
26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens OX=9606 GN=PSMD13 PE=1 SV=2;;,Q9UNM6|PSD13_HUMAN,PSMD13,24340000,5749700,34658000,12956000,23389000,23312000,29657000,9123100,21949000,2644600,27695000,8075600,15533000,8394600,63001000,40537000,186900000,66983000,52963000,173180000,72270000,21091000,76597000,106860000,83508000,94574000,89048000,154260000,91340000,57392000,70763000,75556000,36214000
Eukaryotic translation initiation factor 4B OS=Homo sapiens OX=9606 GN=EIF4B PE=1 SV=2;,P23588|IF4B_HUMAN,EIF4B,58290000,16053000,85405000,60688000,64385000,59389000,55991000,55411000,60491000,46576000,60350000,37389000,47885000,38378000,34751000,7874900,49093000,6155700,33223000,20847000,42204000,4872100,35543000,20683000,60747000,19096000,12458000,17071000,28651000,18651000,23680000,15961000,16928000
Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2,P07737|PROF1_HUMAN,PFN1,803660000,482380000,1269000000,712570000,924710000,733140000,917910000,546000000,872740000,655530000,1012200000,440870000,550970000,516420000,2057500000,318230000,2764200000,720880000,1591600000,1356900000,1776900000,772940000,2669300000,1817400000,3021700000,1137300000,1011900000,1398100000,1215600000,761550000,1137900000,528730000,750030000
Ras-related protein Rab-1B OS=Homo sapiens OX=9606 GN=RAB1B PE=1 SV=1;,Q9H0U4|RAB1B_HUMAN,RAB1B,56284000,40639000,60159000,39084000,48432000,59966000,81443000,31434000,48208000,45572000,49802000,31041000,38584000,27131000,42033000,11261000,85342000,22696000,46925000,46703000,72018000,19321000,80004000,51328000,112740000,31232000,74162000,56735000,37432000,33444000,14538000,21874000,20081000
Ran GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RANGAP1 PE=1 SV=1;,P46060|RAGP1_HUMAN,RANGAP1,23836000,2211000,45495000,1175300,15942000,2878600,29782000,5591200,20158000,5645900,45625000,0,7379000,3570900,39543000,1410600,51929000,11103000,5400600,38562000,17773000,NA,57207000,39784000,48210000,15120000,24467000,20149000,19585000,38012000,8243100,33757000,6898900
Prostaglandin reductase 1 OS=Homo sapiens OX=9606 GN=PTGR1 PE=1 SV=2;,Q14914|PTGR1_HUMAN,PTGR1,10692000,8950100,19557000,23521000,9312600,15974000,15726000,12437000,7276900,13057000,4265900,5728500,12633000,20052000,55351000,12479000,103450000,9791100,42711000,39769000,13649000,11405000,75233000,146920000,95976000,37404000,5871000,75267000,109970000,34855000,114120000,3244300,17550000
Clathrin heavy chain 2 OS=Homo sapiens OX=9606 GN=CLTCL1 PE=1 SV=2;,P53675|CLH2_HUMAN,CLTCL1,NA,NA,NA,1125500,NA,887970,3261500,NA,NA,NA,1142100,3737300,0,497760,0,NA,NA,2737900,77100,0,2409900,NA,700470,NA,4460400,NA,NA,15363000,12227000,12439000,NA,13450000,NA
Cytochrome b-c1 complex subunit 2  mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=3;;,P22695|QCR2_HUMAN,UQCRC2,80659000,50643000,201290000,102690000,97365000,106580000,97568000,79462000,102930000,41976000,123920000,72518000,64279000,71780000,30715000,4627100,144840000,59821000,39189000,106050000,78908000,59174000,120450000,96706000,151610000,62237000,54600000,124360000,78148000,40506000,70255000,16940000,56950000
Catechol O-methyltransferase OS=Homo sapiens OX=9606 GN=COMT PE=1 SV=2;;,P21964|COMT_HUMAN,COMT,33241000,18176000,27341000,22829000,26158000,28100000,30648000,38958000,24573000,20025000,36018000,22538000,25289000,23778000,107620000,13713000,122160000,36065000,101190000,122710000,106170000,52310000,126490000,93337000,110930000,34191000,52759000,65588000,64305000,66730000,80170000,41538000,64159000
Purine nucleoside phosphorylase OS=Homo sapiens OX=9606 GN=PNP PE=1 SV=2,P00491|PNPH_HUMAN,PNP,6408300,898200,26480000,16503000,19013000,15060000,951730,1460900,1428200,8264900,15804000,12489000,16703000,7177400,33720000,9947000,52634000,17925000,28440000,62282000,15821000,9024700,56301000,67569000,39836000,30731000,9595800,32352000,36148000,40473000,59257000,15660000,34632000
60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5,P36578|RL4_HUMAN,RPL4,31785000,18887000,52764000,40889000,46806000,49959000,32556000,32591000,23203000,25872000,33282000,15620000,31372000,22946000,105520000,12617000,190240000,67928000,145490000,136260000,173530000,18267000,182310000,254300000,252480000,51374000,82697000,268950000,122270000,68022000,109890000,40825000,44654000
Signal transducer and activator of transcription 3 OS=Homo sapiens OX=9606 GN=STAT3 PE=1 SV=2,P40763|STAT3_HUMAN,STAT3,5303700,2021900,20879000,6393300,8032100,10312000,5928500,5044100,13602000,8903300,7678000,2558800,1883000,4916400,28997000,8452800,35831000,10438000,29898000,20145000,16332000,NA,16971000,26213000,44675000,21272000,14115000,87141000,38106000,9250800,29502000,4362200,12114000
Ornithine aminotransferase  mitochondrial OS=Homo sapiens OX=9606 GN=OAT PE=1 SV=1;,P04181|OAT_HUMAN,OAT,64643000,26292000,75608000,71773000,51163000,69282000,89598000,43322000,55924000,18169000,76461000,38782000,74059000,31491000,46504000,5780700,77907000,17902000,52344000,29344000,66024000,3300000,31014000,21477000,60617000,9683700,33131000,42751000,41988000,11256000,24372000,17776000,44863000
Arginine--tRNA ligase  cytoplasmic OS=Homo sapiens OX=9606 GN=RARS1 PE=1 SV=2,P54136|SYRC_HUMAN,RARS1,31649000,14043000,43226000,19896000,33795000,35057000,37493000,26161000,29795000,20682000,41450000,14102000,21526000,19284000,94315000,9549600,111160000,31589000,88683000,52742000,107240000,27247000,67479000,47970000,96064000,43777000,82663000,77505000,45879000,42972000,48900000,40170000,45320000
"'""Inosine-5''-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2",P12268|IMDH2_HUMAN,"',IMPDH2
""467",32883000,16026000,43628000,18517000,47171000,35550000,67333000,12996000,40812000,9780400,50193000,13721000,18164000,7980700,120270000,10397000,96949000,23308000,103720000,31207000,127440000,23802000,156600000,30286000,105150000,37540000,44998000,79989000,43255000,40130000,48897000,22072000,27032000
Ribonuclease inhibitor OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=2;,P13489|RINI_HUMAN,RNH1,216450000,107820000,197870000,110240000,222550000,166770000,195110000,112490000,137080000,105730000,204090000,107300000,118980000,97770000,342190000,29496000,510020000,119250000,359290000,256610000,396700000,114560000,426120000,265150000,587530000,136560000,299680000,195030000,127110000,156320000,154350000,63009000,98197000
Nucleoside diphosphate kinase B OS=Homo sapiens OX=9606 GN=NME2 PE=1 SV=1,P22392|NDKB_HUMAN,NME2,99436000,49047000,169140000,114890000,131190000,126870000,156050000,116180000,123620000,76347000,174850000,88119000,133660000,101110000,88316000,24182000,175450000,39289000,97507000,68487000,97353000,17328000,158440000,188130000,134500000,28762000,42009000,56817000,69173000,50977000,106220000,52478000,84441000
Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4,P31943|HNRH1_HUMAN,HNRNPH1,13206000,7651000,15392000,13381000,17140000,19850000,10905000,6640400,7904100,9164000,10373000,3808900,9556300,8379500,26311000,NA,53378000,10259000,17077000,4900300,36076000,10856000,20425000,4814200,30311000,13371000,4414300,6333000,16201000,13389000,5705000,1612500,3786600
4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH9A1 PE=1 SV=3,P49189|AL9A1_HUMAN,ALDH9A1,24427000,29682000,24710000,15517000,22973000,20724000,13381000,10884000,14183000,16022000,7635300,5564300,20277000,13246000,130900000,17295000,195940000,58194000,136190000,99132000,129960000,32298000,175310000,102590000,115290000,86730000,68138000,136420000,87980000,61451000,106690000,29613000,44333000
Dynamin-2 OS=Homo sapiens OX=9606 GN=DNM2 PE=1 SV=2,P50570|DYN2_HUMAN,DNM2,14758000,2381200,9661700,6419700,7682200,7706300,8336200,11628000,9027400,4526900,5021300,2707000,10459000,6282400,42944000,3880000,36340000,15699000,27082000,16893000,34935000,7446300,57101000,29281000,232820000,18818000,22885000,31586000,24848000,10583000,27798000,8682800,12809000
Trifunctional enzyme subunit beta  mitochondrial OS=Homo sapiens OX=9606 GN=HADHB PE=1 SV=3;,P55084|ECHB_HUMAN,HADHB,47457000,49260000,60196000,76007000,39703000,75369000,41565000,54563000,39055000,43993000,28961000,44692000,53298000,63707000,25394000,10817000,74010000,28002000,30508000,135580000,50048000,48811000,77151000,89978000,123530000,51285000,41631000,93629000,103470000,25040000,127280000,21458000,73710000
Alpha-adducin OS=Homo sapiens OX=9606 GN=ADD1 PE=1 SV=2;,P35611|ADDA_HUMAN,ADD1,30704000,9489400,6304100,7990600,22206000,22236000,11144000,11424000,13583000,3081100,7201100,7252100,9876700,2291900,24042000,10213000,51654000,26291000,19240000,32638000,26944000,2046400,29898000,51640000,38373000,22333000,18035000,52667000,39556000,25416000,31791000,9209700,16816000
Tight junction protein ZO-2 OS=Homo sapiens OX=9606 GN=TJP2 PE=1 SV=2,Q9UDY2|ZO2_HUMAN,TJP2,1656600,14271000,NA,8902600,1364900,19536000,1791900,129310,NA,1522600,2061700,630290,1882300,2261600,5771000,1234000,5955400,26523000,6115300,101970000,7209100,9554100,0,8308000,2860300,20324000,1105100,22174000,6805400,366880,8311200,NA,1261700
60S ribosomal protein L5 OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=3;,P46777|RL5_HUMAN,RPL5,76443000,82746000,87791000,76309000,106450000,107610000,69498000,49137000,65301000,57581000,72671000,54312000,53317000,56240000,118140000,9153200,291700000,56993000,185240000,150330000,272530000,51115000,336820000,166370000,419790000,93148000,190980000,150740000,204490000,99656000,105070000,68078000,102300000
Vesicular integral-membrane protein VIP36 OS=Homo sapiens OX=9606 GN=LMAN2 PE=1 SV=1;,Q12907|LMAN2_HUMAN,LMAN2,35327000,23194000,62525000,55394000,36873000,65913000,49923000,53378000,42138000,26251000,41324000,29341000,32496000,42046000,83432000,17456000,133370000,74396000,55323000,129150000,83789000,22736000,116840000,190790000,105750000,66716000,67720000,149440000,156750000,38167000,137310000,42790000,108040000
Aldehyde dehydrogenase X  mitochondrial OS=Homo sapiens OX=9606 GN=ALDH1B1 PE=1 SV=3;,P30837|AL1B1_HUMAN,ALDH1B1,16019000,19390000,24204000,31640000,10619000,16037000,1762800,642080,13417000,6004100,42923000,27864000,18835000,35295000,20509000,1577200,48265000,27384000,27882000,69388000,22641000,14917000,19687000,57162000,19959000,41160000,13016000,49015000,61924000,16782000,95281000,13244000,44085000
Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2;,Q99623|PHB2_HUMAN,PHB2,36559000,35246000,41853000,40206000,31351000,49786000,41233000,45637000,28861000,23759000,57502000,38982000,36674000,48415000,121160000,23795000,212880000,70987000,121420000,141140000,108220000,61469000,153280000,129590000,152060000,101630000,87193000,117100000,112920000,67013000,154600000,34817000,79396000
Ras-related protein Rab-11B OS=Homo sapiens OX=9606 GN=RAB11B PE=1 SV=4;,Q15907|RB11B_HUMAN,RAB11B,774560,3066400,10655000,8780900,7542300,9202800,6445500,8061000,8099800,6197100,6771800,7674300,7567100,5592200,8160900,547570,18502000,8079000,9041200,19658000,13032000,4650500,14228000,5815400,20860000,6276600,0,8421700,3079100,5696400,9901700,3122600,7468000
Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens OX=9606 GN=DDX17 PE=1 SV=2;,Q92841|DDX17_HUMAN,DDX17,12491000,8615100,19366000,15310000,25670000,19568000,15660000,14443000,17412000,10631000,14188000,8327600,11589000,7446200,16416000,6703700,46167000,18311000,31627000,56614000,32108000,20278000,48250000,25118000,64384000,30016000,26783000,43254000,19410000,16661000,21965000,5615700,14204000
AP-2 complex subunit mu OS=Homo sapiens OX=9606 GN=AP2M1 PE=1 SV=2;,Q96CW1|AP2M1_HUMAN,AP2M1,19481000,9971600,29458000,22543000,16700000,19839000,13059000,29823000,9194300,18769000,19949000,9966300,18975000,19740000,39519000,21156000,129650000,61271000,66364000,126110000,80648000,7568100,111260000,134750000,106910000,36538000,71999000,159890000,114740000,55086000,171000000,36263000,63584000
Interleukin enhancer-binding factor 2 OS=Homo sapiens OX=9606 GN=ILF2 PE=1 SV=2;,Q12905|ILF2_HUMAN,ILF2,56116000,29060000,63774000,56662000,62123000,77505000,59417000,52174000,49234000,28656000,54672000,43847000,45333000,41374000,126790000,23487000,200620000,44803000,105280000,131610000,114440000,84897000,140710000,150450000,180260000,153870000,75180000,118310000,114670000,59680000,116450000,47594000,75704000
2-hydroxyacyl-CoA lyase 2 OS=Homo sapiens OX=9606 GN=ILVBL PE=1 SV=2;;,A1L0T0|HACL2_HUMAN,ILVBL,13637000,5745900,64694000,94098000,9401000,14298000,9960300,13977000,10185000,7427400,6727900,8427800,8398600,3728600,21555000,4649900,31451000,16474000,11697000,26147000,11801000,15781000,19365000,35877000,10715000,17897000,25236000,41458000,20365000,17492000,26662000,11245000,18131000
Ras-related protein Rab-1A OS=Homo sapiens OX=9606 GN=RAB1A PE=1 SV=3;,P62820|RAB1A_HUMAN,RAB1A,45008000,34860000,53274000,44187000,43529000,50701000,55200000,38001000,45642000,39223000,51472000,34505000,34347000,34289000,30723000,9774200,60535000,13105000,35254000,42308000,39963000,13921000,65951000,47799000,107320000,16216000,36175000,46696000,39258000,24030000,26392000,12024000,27935000
Coronin-1C OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1;,Q9ULV4|COR1C_HUMAN,CORO1C,135400000,81385000,175340000,86463000,168070000,99834000,131270000,99316000,124830000,108020000,122260000,65070000,133920000,90551000,60305000,17027000,113650000,43689000,99315000,97421000,139040000,41937000,220780000,179990000,256350000,54374000,133320000,113710000,154460000,103410000,160240000,45063000,103100000
4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=3;;,P08195|4F2_HUMAN,SLC3A2,53150000,1962800,48993000,9129400,82353000,1772100,33266000,8008700,24703000,4019200,29136000,3867100,45852000,16286000,41063000,4983900,166550000,7207400,88187000,21823000,70207000,1649900,70786000,18234000,109400000,3852100,36758000,23730000,60969000,18992000,47372000,18708000,18254000
Aldehyde dehydrogenase  mitochondrial OS=Homo sapiens OX=9606 GN=ALDH2 PE=1 SV=2;;,P05091|ALDH2_HUMAN,ALDH2,17552000,11543000,3796400,14796000,15185000,21768000,8912100,3471400,4591900,1861900,11459000,14933000,7820000,12131000,33324000,4374400,94731000,22720000,39058000,61596000,45523000,9492900,41739000,72338000,93616000,31574000,41956000,135080000,78372000,8647900,75104000,5966800,12501000
Citrate synthase  mitochondrial OS=Homo sapiens OX=9606 GN=CS PE=1 SV=2,O75390|CISY_HUMAN,CS,51830000,40279000,85433000,67960000,29474000,57775000,56801000,39062000,44198000,21304000,68862000,56948000,50107000,61974000,112130000,24194000,233430000,117980000,74639000,344850000,81530000,39716000,150640000,128630000,135460000,108100000,100430000,134600000,107150000,46864000,126260000,62893000,102550000
Aminopeptidase B OS=Homo sapiens OX=9606 GN=RNPEP PE=1 SV=2;;,Q9H4A4|AMPB_HUMAN,RNPEP,14077000,5788200,22113000,17851000,10142000,15015000,21266000,21259000,13802000,22348000,13009000,5157200,13934000,19067000,89492000,11917000,87530000,51392000,56074000,87469000,37230000,10334000,52897000,88128000,98466000,31403000,94715000,80703000,83155000,136130000,107510000,32044000,46630000
26S proteasome regulatory subunit 6A OS=Homo sapiens OX=9606 GN=PSMC3 PE=1 SV=3,P17980|PRS6A_HUMAN,PSMC3,53465000,21687000,64895000,38941000,57301000,50798000,58504000,43934000,53841000,28989000,57548000,31603000,40864000,31226000,51805000,10976000,112080000,20136000,35250000,40127000,52307000,7122500,92674000,94123000,103740000,32004000,36237000,66223000,47814000,17132000,45077000,16545000,27932000
